creditscore,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited,geography_Germany,geography_Spain,gender_Male,balance_per_product,credit_per_age,tenure_per_age
432,42,9,152603.45,1,1,0,110265.24,1,False,False,True,76301.725,10.046511627906977,0.20930232558139536
549,52,1,0.0,1,0,1,8636.05,1,False,False,False,0.0,10.358490566037736,0.018867924528301886
625,56,0,148507.24,1,1,0,46824.08,1,True,False,True,74253.62,10.964912280701755,0.0
828,41,7,0.0,2,1,0,171378.77,0,False,False,False,0.0,19.714285714285715,0.16666666666666666
770,24,9,101827.07,1,1,0,167256.35,0,False,False,True,50913.535,30.8,0.36
758,34,3,0.0,2,1,1,124226.16,0,False,False,False,0.0,21.65714285714286,0.08571428571428572
795,33,9,130862.43,1,1,1,114935.21,0,True,False,False,65431.215,23.38235294117647,0.2647058823529412
687,38,9,122570.87,1,1,1,35608.88,0,False,False,True,61285.435,17.615384615384617,0.23076923076923078
686,25,1,0.0,2,0,1,16459.37,0,False,False,True,0.0,26.384615384615383,0.038461538461538464
789,39,7,124828.46,2,1,1,124411.08,0,True,False,True,41609.48666666667,19.725,0.175
589,50,5,144895.05,2,1,1,34941.23,0,True,False,False,48298.35,11.549019607843137,0.09803921568627451
461,34,5,63663.93,1,0,1,167784.28,0,True,False,False,31831.965,13.17142857142857,0.14285714285714285
637,40,2,133463.1,1,0,1,93165.34,0,False,False,True,66731.55,15.536585365853659,0.04878048780487805
584,48,2,213146.2,1,1,0,75161.25,1,False,True,False,106573.1,11.918367346938776,0.04081632653061224
579,35,1,129490.36,2,0,1,8590.83,1,False,True,False,43163.45333333333,16.083333333333332,0.027777777777777776
756,44,10,137452.09,1,1,0,189543.9,0,True,False,True,68726.045,16.8,0.2222222222222222
663,34,7,0.0,2,1,1,180427.24,0,False,False,True,0.0,18.942857142857143,0.2
682,43,5,125851.93,1,1,1,193318.33,0,False,False,False,62925.965,15.5,0.11363636363636363
793,52,2,0.0,1,1,0,159123.82,1,False,True,True,0.0,14.962264150943396,0.03773584905660377
691,31,5,40915.55,1,1,0,126213.84,1,False,False,False,20457.775,21.59375,0.15625
485,21,5,113157.22,1,1,1,54141.5,0,False,True,False,56578.61,22.045454545454547,0.22727272727272727
635,29,8,138296.94,2,1,0,141075.51,0,False,True,False,46098.98,21.166666666666668,0.26666666666666666
650,37,5,106967.18,1,0,0,24495.03,0,False,False,True,53483.59,17.105263157894736,0.13157894736842105
735,44,9,120681.63,1,1,0,74836.34,0,False,False,True,60340.815,16.333333333333332,0.2
416,32,0,0.0,2,0,1,878.87,0,False,False,True,0.0,12.606060606060606,0.0
754,32,7,0.0,2,1,0,89520.75,0,False,True,False,0.0,22.848484848484848,0.21212121212121213
535,48,9,0.0,1,1,0,149892.79,1,False,False,False,0.0,10.918367346938776,0.1836734693877551
716,42,8,0.0,2,1,0,180800.42,0,False,True,True,0.0,16.651162790697676,0.18604651162790697
539,37,2,127609.59,1,1,0,98646.22,0,False,False,True,63804.795,14.18421052631579,0.05263157894736842
614,43,6,0.0,2,1,1,109041.53,0,False,False,False,0.0,13.954545454545455,0.13636363636363635
706,57,7,0.0,1,1,0,17941.16,1,False,True,True,0.0,12.172413793103448,0.1206896551724138
758,33,7,0.0,2,0,0,82996.47,0,False,False,False,0.0,22.294117647058822,0.20588235294117646
586,28,2,0.0,2,1,1,92067.35,0,False,True,False,0.0,20.20689655172414,0.06896551724137931
646,73,6,97259.25,1,0,1,104719.66,0,False,False,False,48629.625,8.72972972972973,0.08108108108108109
631,33,4,123246.7,1,0,0,112687.57,0,True,False,False,61623.35,18.558823529411764,0.11764705882352941
717,22,6,101060.25,1,0,1,84699.56,0,False,True,False,50530.125,31.17391304347826,0.2608695652173913
684,30,2,0.0,2,1,0,83473.82,0,False,False,True,0.0,22.06451612903226,0.06451612903225806
800,49,7,108007.36,1,0,0,47125.11,0,False,False,False,54003.68,16.0,0.14
721,36,2,0.0,2,1,1,106977.8,0,False,True,False,0.0,19.486486486486488,0.05405405405405406
683,29,0,133702.89,1,1,0,55582.54,1,False,True,True,66851.445,22.766666666666666,0.0
660,31,9,125189.75,2,1,1,139874.43,0,True,False,True,41729.916666666664,20.625,0.28125
704,24,7,113034.22,1,1,0,162503.48,1,True,False,False,56517.11,28.16,0.28
615,41,9,109013.23,1,1,0,196499.96,0,False,True,False,54506.615,14.642857142857142,0.21428571428571427
667,39,2,0.0,2,1,0,40721.24,1,False,True,False,0.0,16.675,0.05
682,24,9,57929.81,2,0,0,53134.3,0,True,False,True,19309.936666666665,27.28,0.36
484,29,4,130114.39,1,1,0,164017.89,0,False,False,False,65057.195,16.133333333333333,0.13333333333333333
628,27,5,95826.49,2,1,0,155996.96,0,True,False,True,31942.163333333334,22.428571428571427,0.17857142857142858
480,44,10,129608.57,1,1,0,5472.7,1,True,False,True,64804.285,10.666666666666666,0.2222222222222222
578,30,4,169462.09,1,1,0,112187.11,0,False,False,True,84731.045,18.64516129032258,0.12903225806451613
512,40,5,0.0,2,1,1,146457.83,0,False,False,True,0.0,12.487804878048781,0.12195121951219512
484,35,7,133868.21,1,1,1,27286.1,0,False,True,False,66934.105,13.444444444444445,0.19444444444444445
510,30,0,0.0,2,1,1,130553.47,0,False,False,False,0.0,16.451612903225808,0.0
606,36,5,190479.48,2,0,0,179351.89,0,True,False,True,63493.16,16.37837837837838,0.13513513513513514
597,40,8,101993.12,1,0,1,94774.12,0,False,True,False,50996.56,14.560975609756097,0.1951219512195122
754,55,3,161608.81,1,1,0,8080.85,1,True,False,False,80804.405,13.464285714285714,0.05357142857142857
850,45,2,122311.21,1,1,1,19482.5,0,False,True,False,61155.605,18.47826086956522,0.043478260869565216
510,65,2,0.0,2,1,1,48071.61,0,False,False,True,0.0,7.7272727272727275,0.030303030303030304
778,45,1,162150.42,2,1,0,174531.27,0,True,False,False,54050.14000000001,16.91304347826087,0.021739130434782608
636,42,2,0.0,2,1,1,55470.78,0,False,False,True,0.0,14.790697674418604,0.046511627906976744
804,50,4,0.0,1,1,1,8546.87,1,False,False,False,0.0,15.764705882352942,0.0784313725490196
514,32,8,0.0,2,1,0,95857.18,0,False,False,True,0.0,15.575757575757576,0.24242424242424243
730,39,1,99010.67,1,1,0,194945.8,0,False,False,False,49505.335,18.25,0.025
525,37,0,0.0,1,0,1,131521.72,0,False,True,False,0.0,13.81578947368421,0.0
616,30,5,0.0,2,0,1,196108.51,0,False,True,True,0.0,19.870967741935484,0.16129032258064516
687,34,7,111388.18,2,1,0,148564.76,0,True,False,False,37129.39333333333,19.62857142857143,0.2
715,41,8,56214.85,2,0,0,92982.61,1,False,False,False,18738.283333333333,17.023809523809526,0.19047619047619047
512,36,3,84327.77,2,1,0,17675.36,0,False,False,False,28109.256666666668,13.837837837837839,0.08108108108108109
479,40,1,0.0,2,0,0,114996.43,0,False,False,True,0.0,11.682926829268293,0.024390243902439025
601,32,8,93012.89,1,1,0,86957.42,0,False,False,True,46506.445,18.21212121212121,0.24242424242424243
580,29,9,61710.44,2,1,0,128077.8,0,False,True,True,20570.146666666667,19.333333333333332,0.3
807,35,3,174790.15,1,1,1,600.36,0,False,False,True,87395.075,22.416666666666668,0.08333333333333333
616,32,6,0.0,2,1,1,43001.46,0,False,True,False,0.0,18.666666666666668,0.18181818181818182
721,37,3,107720.64,1,1,1,158591.12,0,True,False,True,53860.32,18.973684210526315,0.07894736842105263
501,57,10,0.0,2,1,1,47847.19,0,False,False,True,0.0,8.637931034482758,0.1724137931034483
521,35,6,96423.84,1,1,0,10488.44,0,False,False,True,48211.92,14.472222222222221,0.16666666666666666
850,30,2,141040.01,1,1,1,5978.2,0,False,True,True,70520.005,27.419354838709676,0.06451612903225806
759,42,4,105420.18,1,0,1,121409.06,0,False,False,True,52710.09,17.651162790697676,0.09302325581395349
516,50,5,0.0,1,0,1,146145.93,1,False,True,True,0.0,10.117647058823529,0.09803921568627451
711,38,2,129022.06,2,1,1,14374.86,1,False,False,False,43007.35333333333,18.23076923076923,0.05128205128205128
512,33,3,176666.62,1,1,0,94670.77,0,False,True,True,88333.31,15.058823529411764,0.08823529411764706
550,37,3,0.0,1,1,1,179670.31,0,False,False,True,0.0,14.473684210526315,0.07894736842105263
608,41,3,89763.84,1,0,0,199304.74,1,False,True,False,44881.92,14.476190476190476,0.07142857142857142
618,34,5,134954.53,1,1,1,151954.39,0,False,False,True,67477.265,17.65714285714286,0.14285714285714285
643,45,5,0.0,1,1,0,142513.5,1,False,False,True,0.0,13.978260869565217,0.10869565217391304
671,45,2,106376.85,1,0,1,158264.62,0,False,False,True,53188.425,14.58695652173913,0.043478260869565216
689,33,2,161814.64,2,1,0,169381.9,0,True,False,True,53938.21333333334,20.264705882352942,0.058823529411764705
603,31,8,0.0,2,1,1,169915.02,0,False,False,True,0.0,18.84375,0.25
620,41,9,0.0,2,0,0,88852.47,0,False,False,False,0.0,14.761904761904763,0.21428571428571427
676,34,1,63095.01,1,1,1,40645.81,0,False,False,False,31547.505,19.314285714285713,0.02857142857142857
572,26,4,118287.01,2,0,0,60427.3,0,True,False,True,39429.003333333334,21.185185185185187,0.14814814814814814
668,47,7,106854.21,1,0,1,157959.02,1,True,False,True,53427.105,13.916666666666666,0.14583333333333334
695,46,7,49512.55,1,1,0,133007.34,0,False,False,True,24756.275,14.787234042553191,0.14893617021276595
730,33,9,0.0,2,0,0,176576.62,0,False,True,False,0.0,21.470588235294116,0.2647058823529412
807,43,1,105799.32,2,1,0,34888.04,1,False,False,True,35266.44,18.34090909090909,0.022727272727272728
592,54,8,0.0,1,1,1,28737.71,1,False,False,True,0.0,10.763636363636364,0.14545454545454545
726,31,9,114722.05,2,1,1,98178.57,0,False,False,False,38240.683333333334,22.6875,0.28125
514,30,7,0.0,1,0,1,125010.24,0,False,True,True,0.0,16.580645161290324,0.22580645161290322
567,42,2,0.0,2,1,1,167984.61,0,False,False,True,0.0,13.186046511627907,0.046511627906976744
850,33,10,0.0,1,1,0,4861.72,1,False,False,True,0.0,25.0,0.29411764705882354
671,45,6,99564.22,1,1,1,108872.45,1,True,False,True,49782.11,14.58695652173913,0.13043478260869565
670,37,4,170557.91,2,1,0,198252.88,0,False,False,True,56852.636666666665,17.63157894736842,0.10526315789473684
694,30,9,0.0,2,1,1,26960.31,0,False,False,False,0.0,22.387096774193548,0.2903225806451613
547,39,6,74596.15,3,1,1,85746.52,1,True,False,False,18649.0375,13.675,0.15
751,50,2,96888.39,1,1,0,77206.25,1,True,False,True,48444.195,14.72549019607843,0.0392156862745098
594,29,3,130830.22,1,1,0,61048.53,0,True,False,False,65415.11,19.8,0.1
673,72,1,0.0,2,0,1,111981.19,0,False,False,True,0.0,9.219178082191782,0.0136986301369863
610,40,0,0.0,2,1,0,62232.6,0,False,False,True,0.0,14.878048780487806,0.0
512,37,1,0.0,2,0,1,156105.03,0,False,False,False,0.0,13.473684210526315,0.02631578947368421
767,20,3,119714.25,2,0,1,150135.38,0,True,False,True,39904.75,36.523809523809526,0.14285714285714285
585,67,5,113978.97,2,0,1,93146.11,0,False,False,False,37992.99,8.602941176470589,0.07352941176470588
763,42,6,100160.75,1,1,0,33462.94,1,True,False,True,50080.375,17.74418604651163,0.13953488372093023
712,29,2,0.0,1,1,1,144375.0,0,False,False,False,0.0,23.733333333333334,0.06666666666666667
539,43,3,116220.5,3,1,0,55803.96,1,True,False,False,29055.125,12.25,0.06818181818181818
668,46,2,0.0,3,1,0,89048.46,1,False,False,False,0.0,14.212765957446809,0.0425531914893617
703,28,2,81173.83,2,0,1,162812.16,0,False,False,True,27057.943333333333,24.24137931034483,0.06896551724137931
662,38,4,0.0,2,1,0,136259.65,0,False,True,True,0.0,16.974358974358974,0.10256410256410256
725,39,5,116803.8,1,1,0,124052.97,0,True,False,False,58401.9,18.125,0.125
703,37,8,105961.68,2,0,1,74158.8,0,False,False,True,35320.56,18.5,0.21052631578947367
659,67,6,117411.6,1,1,1,45071.09,1,True,False,True,58705.8,9.691176470588236,0.08823529411764706
523,34,7,0.0,2,1,0,62030.06,0,False,True,True,0.0,14.942857142857143,0.2
635,40,10,123497.58,1,1,0,131953.23,1,False,False,False,61748.79,15.487804878048781,0.24390243902439024
772,26,7,152400.51,2,1,0,79414.0,0,True,False,True,50800.170000000006,28.59259259259259,0.25925925925925924
545,26,1,0.0,2,1,1,199638.56,0,False,False,False,0.0,20.185185185185187,0.037037037037037035
634,24,8,103097.85,1,1,1,157577.29,0,True,False,True,51548.925,25.36,0.32
739,54,8,126418.14,1,1,0,134420.75,1,True,False,True,63209.07,13.436363636363636,0.14545454545454545
771,36,5,77846.9,1,0,0,99805.99,0,True,False,False,38923.45,20.83783783783784,0.13513513513513514
587,34,1,0.0,2,1,1,97932.68,0,False,True,False,0.0,16.771428571428572,0.02857142857142857
681,79,0,0.0,2,0,1,170968.99,0,False,False,False,0.0,8.5125,0.0
544,37,2,79731.91,1,1,1,57558.95,0,True,False,True,39865.955,14.31578947368421,0.05263157894736842
696,28,8,0.0,1,0,0,176713.47,0,False,True,True,0.0,24.0,0.27586206896551724
766,41,0,0.0,2,0,1,34283.23,0,False,True,True,0.0,18.238095238095237,0.0
727,34,10,0.0,2,1,1,198637.34,0,False,False,True,0.0,20.771428571428572,0.2857142857142857
671,34,6,37266.67,2,0,0,156917.12,0,True,False,False,12422.223333333333,19.17142857142857,0.17142857142857143
693,30,6,127992.25,1,1,1,50457.2,0,False,False,False,63996.125,22.35483870967742,0.1935483870967742
850,38,3,54901.01,1,1,1,140075.55,0,True,False,True,27450.505,21.794871794871796,0.07692307692307693
732,42,9,108748.08,2,1,1,65323.11,0,True,False,True,36249.36,17.023255813953487,0.20930232558139536
726,48,6,99906.19,1,1,0,64323.24,0,False,True,False,49953.095,14.816326530612244,0.12244897959183673
557,32,6,184686.41,2,1,0,14956.44,0,False,False,False,61562.136666666665,16.87878787878788,0.18181818181818182
682,26,0,110654.02,1,0,1,111879.21,0,False,False,False,55327.01,25.25925925925926,0.0
738,31,9,79019.8,1,1,1,18606.23,0,False,True,True,39509.9,23.0625,0.28125
531,36,9,99240.51,1,1,0,123137.01,0,False,True,False,49620.255,14.35135135135135,0.24324324324324326
498,34,2,0.0,2,1,1,148528.24,0,False,False,True,0.0,14.228571428571428,0.05714285714285714
651,36,7,0.0,2,1,0,13898.31,0,False,False,True,0.0,17.594594594594593,0.1891891891891892
549,39,7,0.0,1,0,0,81259.25,1,False,True,False,0.0,13.725,0.175
791,35,7,52436.2,1,1,0,161051.75,0,True,False,False,26218.1,21.97222222222222,0.19444444444444445
650,41,9,0.0,2,0,1,191599.67,0,False,True,True,0.0,15.476190476190476,0.21428571428571427
733,34,3,100337.96,3,1,0,48559.19,1,True,False,True,25084.49,20.942857142857143,0.08571428571428572
811,34,1,149297.19,2,1,1,186339.74,0,True,False,False,49765.73,23.17142857142857,0.02857142857142857
707,30,8,0.0,2,1,0,33159.37,0,False,False,True,0.0,22.806451612903224,0.25806451612903225
712,28,4,145605.44,1,0,1,93883.53,0,True,False,True,72802.72,24.551724137931036,0.13793103448275862
